"Data Source","World Development Indicators",

"Last Updated Date","2019-12-20",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019",
"Comoros","COM","Adjusted savings: education expenditure (current US$)","NY.ADJ.AEDU.CD","","","","","","","","","","","","","","","","","","","","","8359744.5313564","7721924.50314491","7249247.01440208","7506233.80962601","7229354.2607817","7680402.58088569","10905823.2856049","13218010.2693648","13913719.7463893","13461446.755197","16727760.894","16943933.896","18450290.452","17733445.5909","12942358.6420254","15579701.8416","16604314.4598823","15274754.6432198","13158423.4763398","13791180.7147152","12794577.5479077","13998224.6302158","15826836.6408006","20601740.0941168","24145591.502232","25264025.6066839","27301891.470792","31574586.20684","36507780.6952461","36525210.4660247","37169109.5979801","42335963.1989822","42514469.6929139","47291318.6726716","49228218.589936","42929208.408866","44556898.9861371","46480323.291267","","",
"Cabo Verde","CPV","Adjusted savings: education expenditure (current US$)","NY.ADJ.AEDU.CD","","","","","","","","","","","","","","","","","","","","","5169571.26534197","5211829.92165841","5069120.18942216","4899474.44496382","3570649.4964","3474953.3988","5865633.18045568","5875754.2525","8856418.25537994","9043935.21567353","10330605.5762843","9630727.902","13967320.8218799","19147488.287412","15829805.917437","18882359.9715278","19388989.6952162","18977657.2216459","20138766.7416","26959667.50092","24875757.4120533","27031315.40928","30130426.48329","43749743.2085879","56542221.1848","52968164.7056249","53677946.2645","69530897.128","88331423.9613","78751005.0112","78125323.6902","89765713.2303","85095100.4028287","91792650.9774819","91984674.2415643","81037448.3894537","84834040.7439813","90472500.1073973","","",
"Costa Rica","CRI","Adjusted savings: education expenditure (current US$)","NY.ADJ.AEDU.CD","","","","","","","","","","","48451507.925","60272948.4597285","68265954.4264316","84609681.1010386","92380033.2556859","119380909.032","147226867.137","201931274.44607","230080200.685575","217605882.088","323074290.91","144326350.69536","114541500.164","109713637.761","141060203.298","123658137.87","140932845.086","144018983.742","132612726.838","155172024.544","237121726.784883","230502567.042","283258515.948","307940767.299","341238086.904","375015320.361","437685113.248","623317745.36325","700544439.332196","749468668.3592","677412308.79","727130846.8905","656507728.1034","668297797.829251","706160526.7196","812535799.84673","983790492.235784","1233807453.2796","1500935907.95","1831995482.818","2314287316.6337","2708882778.81194","3083623583.3232","3386494305.74286","3436633491.25824","3728328151.12856","3906554403.87398","4070255484.71056","","",
"Caribbean small states","CSS","Adjusted savings: education expenditure (current US$)","NY.ADJ.AEDU.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Cuba","CUB","Adjusted savings: education expenditure (current US$)","NY.ADJ.AEDU.CD","","","","","","","","","","","359900551.902135","437130098.683012","514283278.974745","631397578.079544","721071028.662511","823574370.521531","871738578.4829","898043815.769265","1155193782.864","1248765415.04","1484387350","1462393599.062","1561647123.796","1459526003.266","1604582879.876","1550199849.327","1757272157.404","1754744602.055","1754522361.475","1702399237.248","1710131276.743","1646521347.456","1566790666.992","1519537702.329","1595893402.305","1517381982.747","1201700500","1516828515.4147","1793724698.664","2001494799.3956","2179872240","2341595470","2684557852.68","3026932967.77504","3375994067.051","3860777455.2925","4227321280","6744371400","8371129110","8019989900","8182769600","8837172600","9386194600","9917002600","10356233210","11190421400","","","","",
"Curacao","CUW","Adjusted savings: education expenditure (current US$)","NY.ADJ.AEDU.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Cayman Islands","CYM","Adjusted savings: education expenditure (current US$)","NY.ADJ.AEDU.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Cyprus","CYP","Adjusted savings: education expenditure (current US$)","NY.ADJ.AEDU.CD","","","","","","","","","","","","","","","","19255365.6126","19721984.4508","21739899.9699","28481130.3325","39177107.79","70026024.544","74029866.82","76473079.515","77752579.752","77605261.018","82912758.938","102172627.458","123913975.02","138725576.928","148321980.576","176146306.644","193605900.015","244958200.795","247362820.125","277859274.403","358387684.338","441770480.289449","418438945.722696","490879562.887043","434403523.1984","448496292.151699","485686813.2871","567554980.7652","854007533.4132","970945717.5","1032773418.7095","1148994550.266","1375151307.1724","1646839132.8428","1646447081.8437","1541600225.1392","1626826788.972","1504377324.64524","1494533632.17533","1448737061.29406","1203264119.75117","1209972583.06402","1295259003.25488","","",
"Czech Republic","CZE","Adjusted savings: education expenditure (current US$)","NY.ADJ.AEDU.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1136222734.78559","1579701564.168","2039386945.211","2423086096.449","2503683892.55","2540957281.92277","2175671523.09153","2168492559.838","2063849998.0482","2293821988.29","2917742023.166","3753703956.1866","4294000000","4771000000","5854600000","6531300000","7898000000","7582700000","7545600000","8482200000","7975500000","7720746494.68155","7383149218.01184","9973812112.6622","10432378186.8076","11636114131.4392","","",
"Germany","DEU","Adjusted savings: education expenditure (current US$)","NY.ADJ.AEDU.CD","","","","","","","","","","","8897000000","10291000000","12341000000","16400000000","18327000000","20213000000","21443000000","24723000000","30627000000","36326000000","39196000000","32964000000","31939000000","31775000000","30012000000","30340000000","43050000000","53710000000","58220000000","58220000000","73390000000","77080000000","87740000000","85280000000","90610000000","108780000000","105000000000","95099334330","90778346693.216","88877088034.668","79211818133.9145","78922258160.8483","83955473255.8504","101718234271.162","116658522938.199","118890185086.513","125660000000","146231000000","161075000000","162285000000","162864000000","174790000000","169521000000","171317107258.538","178647674474.997","151598472617.319","156432047106.567","165659780222.404","","",
"Djibouti","DJI","Adjusted savings: education expenditure (current US$)","NY.ADJ.AEDU.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100410109.502908","109728126.585757","123622996.325129","132124305.907871","135955590.135336","","",
"Dominica","DMA","Adjusted savings: education expenditure (current US$)","NY.ADJ.AEDU.CD","","","","","","","","","","","","","","","","","","2477139.16014","3074231.64024","2964958.98012","3947651.27982","4460799.11994","4845289.14018","5306320.33992","5791881.8178","6171764.382","7163745.759","7647575.2288","7673084.4686","8718924.907","9793708.8270233","10571883.7528984","11299540.522996","11920505.7085212","12628097.5811777","13017536.4529023","13633982.4652034","14259957.8801254","15347992.595","15310727.78","14707518.52","15754901.85","15263240.74","15814724.075","16693303.705","16768309.26","18762290.74","20088050","21992705.555","23771014.815","24219161.11","24523875.925","23823344.445","24123590.74","25074951.85","25949929.63","27933344.445","24277398.15","","",
"Denmark","DNK","Adjusted savings: education expenditure (current US$)","NY.ADJ.AEDU.CD","","","","","","","","","","","779440302.998","982102651.192","1220576140.818","1573050885.969","1840031976.366","2354833059.652","2808024693.06555","2512891260.5","3113700829.44","3457818090.762","3737712935.369","3752030094.87011","3636682882.117","3661103797.41096","3551465778.05683","3761872403.23716","4983074370.59","6527000000","7119000000","6431000000","9058409415","7425000000","10587380356","10716000000","11242000000","13176000000","14060000000","13265539263","13515665923.1193","13192177922.0784","12213940836.9856","12571200000","13770600000","16752400000","19530000000","20452200000","20820800000","23240400000","25204200000","25790400000","25963800000","28325700000","21548652710.6809","27367317538.2852","25235822519.0533","21443554107.7202","21719355446.7262","22891511137.5019","","",
"Dominican Republic","DOM","Adjusted savings: education expenditure (current US$)","NY.ADJ.AEDU.CD","","","","","","","","","","","36905002.5","35690697.141","38513000","50414742.738513","62627598.348","77147921.969487","59179498.5","67612503","81113800","99921601.8","96307501.5","118433716.363215","123358404.8","133198401.6","149590495.5","61431397.261","70528740.42","61739649.1425535","56433736.1892735","71183466.5854016","75487402.4451136","104697264.247607","76472247.775","99072339.2","125841039.003","174126472.069","227719594.18","380111242.493256","444862981.199792","444498310.102908","479280292.158681","495056268.9574","492767228.5084","376476889.146934","383833247.51298","621910128.748864","651619114.300312","745242067.943429","846822521.307457","870401139.566675","994446038.003174","1087054840.23171","1165388117.74","1504413708.27379","1582534187.66131","1659322926.17096","1740548043.09795","1825020902.52943","","",
"Algeria","DZA","Adjusted savings: education expenditure (current US$)","NY.ADJ.AEDU.CD","","","","","","","","","","","248029356.369886","263435966.969378","352510431.743484","451882509.536471","687184216.389117","804491010.182808","910955211.092807","1078020609.61067","1348667346.89986","1543365471.888","1728194050.548","2131644132.4436","2171140834.98073","2353256280.09395","2582981789.37544","2788073974.39519","3079853682.14312","3225568837.64693","2823276163.55009","2658194244.05534","2965535591.24265","2000786892.994","2383851508.792","2795394402.76","2162810442.865","1978702628.85","1952785861.62","2053027608.90775","2063297026.42672","2070570825.26413","2326526438.75092","2374283088.41932","2437668921.01042","2921956026.81462","3654647135.05417","4382775783.49673","5003259072","5941370148","7594232520","6075386016","7192184916","8845047288","9157750980","9157750980","9336438804","7236856872","7102841004","7370872740","","",
"East Asia & Pacific (excluding high income)","EAP","Adjusted savings: education expenditure (current US$)","NY.ADJ.AEDU.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Early-demographic dividend","EAR","Adjusted savings: education expenditure (current US$)","NY.ADJ.AEDU.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"East Asia & Pacific","EAS","Adjusted savings: education expenditure (current US$)","NY.ADJ.AEDU.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Europe & Central Asia (excluding high income)","ECA","Adjusted savings: education expenditure (current US$)","NY.ADJ.AEDU.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Europe & Central Asia","ECS","Adjusted savings: education expenditure (current US$)","NY.ADJ.AEDU.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Ecuador","ECU","Adjusted savings: education expenditure (current US$)","NY.ADJ.AEDU.CD","","","","","","","","","","","45332642.656","46214553.414","134361523.384344","161523929.082411","275163476.921178","328393240.4596","382967792.017453","227429001.366","244725038.397","589094639.934893","569848311.483","965991392.475514","868712225.791206","746302926.031136","679786406.428","836658508.608","956200165.085","1249934627.709","1805222139.78859","2830371811.64666","5133884728.12915","6142588468.88481","9743004945.08878","15180228494.1193","602221804.627726","470168444.22","629277518.766","860813056.820636","643459473.744","282403951.9686","201821922.7568","336920897.999999","469507467.759997","615718913.109994","785394973.999991","1004212356.39999","1259260200.79998","1505519612.76002","2015161438.32002","2211096845.61001","2659199259.92","3120789980","3404313724.77","3684671750.37","3930000000","3834091906.65","3855045570.18","4008600000","","",
"Egypt, Arab Rep.","EGY","Adjusted savings: education expenditure (current US$)","NY.ADJ.AEDU.CD","","","","","","","","","","","353592628.061863","375587860.252","406169596.712","442387919.20488","437275711.632","546633932.496","570855213.5","600959129.96","580097786.541","661111285.731","793752798.321","675545675.673","1164203196.435","1454400459.85","1410212301.59624","1580868764.55745","1654730455.73421","1520695057.278","1356096758.445","1530620118.807","1379276658.5975","1279455240.694","1514494314.792","1591241869.402","1980316168.934","2479919647.46","2926860230.183","3473697839.524","3779664481.41345","4023912795.74921","4411125600","4332612359.65464","3904339495.36077","3677992288.26153","3499543790.21131","3944954548.70217","4764015648","5822685792","7234245984","8337027384","9483920040","10145588880","12042372888","12395262936","13145154288","14424380712","14468491968","10189700136","","",
"Euro area","EMU","Adjusted savings: education expenditure (current US$)","NY.ADJ.AEDU.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Eritrea","ERI","Adjusted savings: education expenditure (current US$)","NY.ADJ.AEDU.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7112007.37309251","8421708.8664","9573989.6106","14053575","10973375.2416","9287915.60863613","23994683.5456","25229203.50489","21006428.7754694","17353025.8143026","10172436.6961531","18932828.9876","24718968.1352","21671173.0329998","20682302.3852","22544844.2376","23537076.5992","31657177.92","36075478.4536","44448125.9984","","","","","","","","",
"Spain","ESP","Adjusted savings: education expenditure (current US$)","NY.ADJ.AEDU.CD","","","","","","","","","","","526644674.829","646136296.05","879202750.455","1094087227.296","1261579311.798","2693857506","1989000000","2358000000","3021000000","4473000000","5434975670","4702435471","4537023168","3946264943","3993525601","4229828891","5860321592","9135000000","11130000000","12741000000","17523000000","19414000000","22464000000","20840000000","22360000000","25620000000","27262000000","25855034880","25092000000","24633000000","22830500000","23707700000","26625400000","34020000000","40492000000","43548000000","47120000000","55440000000","65190000000","65268000000","62181000000","64970000000","54530000000","55424263157.2656","55941136907.952","48578808218.436","50198101825.7172","53031865638.4593","","",
"Estonia","EST","Adjusted savings: education expenditure (current US$)","NY.ADJ.AEDU.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","271953450.011218","279831335.200334","344751893.6368","470646466.7938","536566424.1912","616360622.587","710028314.681952","880034434.6925","1228615321.504","992737343.7012","1002232023.4095","1049829977.9124","961987800.7845","1053425337.15337","1323147251.9923","1094683928.27312","1145613726.18068","1274758504.19933","","",
"Ethiopia","ETH","Adjusted savings: education expenditure (current US$)","NY.ADJ.AEDU.CD","","","","","","","","","","","","","","","","","","","","","","175217767.314407","123182171.984","153978556.518","137305352.803","188954007.72","176711804.352","199120126.673","206042581.163","227924934.3","242162393.24","267808242.52","285376962.998397","165954182.768","143817664.284","303643635.85519","238122057.012","237783445.536","265634772.315009","175911891.944","198828999.0891","194685653.0052","181674937.4528","226348020.941397","298002638.586394","404965356.862001","547204382.6049","727734656.2338","1034717674.5458","1017226179.7626","882837017.8688","1166927746.9284","1573008855.8184","1369193179.7088","1579024866.39382","1973878927.29849","2236923735.95212","2461524926.55117","","",
"European Union","EUU","Adjusted savings: education expenditure (current US$)","NY.ADJ.AEDU.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Fragile and conflict affected situations","FCS","Adjusted savings: education expenditure (current US$)","NY.ADJ.AEDU.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Finland","FIN","Adjusted savings: education expenditure (current US$)","NY.ADJ.AEDU.CD","","","","","","","","","","","561981124.852","619568615.54","668910372.075","883186762.095","1076878138.649","1451364500.908","1630889935.836","1775845724.27087","1922753025.95783","2007581785.245","2421696402.63","2406084784.252","2364486566.535","2329277796.962","2365488141.57","2668702236.384","3594583649.412","4564491586.65","5341000000","5733000000","7228000000","7812000000","7236000000","6463751490.34","6845613116.079","8840000000","8772000000","8707714625","8430323172","7437000000","6750000000","7030500000","7770000000","9638803330.24581","11127600000","11521000000","11979300000","13568000000","15449600000","15325500000","15235700000","16555000000","17415000000","18210177303.8472","18292371903.9734","15062716724.3952","15511393392.7814","16344650062.6416","","",
"Fiji","FJI","Adjusted savings: education expenditure (current US$)","NY.ADJ.AEDU.CD","","","","","","","","","","","7787687.7205","9673564.8296","12237831.8711522","16831271.2705381","23366926.2666","29407969.338","32107848.1679","36928275.5608","40524660.2909662","50320473.85","58270255.6599885","67375965.36","70353975.419155","72254054.862","64407855.5356145","63343127.7319898","71808559.5608371","65360298.7377636","61322030.2250451","54676092.076","58887214.6747346","61382582.5020519","67664727.2161304","72205361.0630776","79418270.8822615","88183110.4359215","95956940.0848607","93910648.3880682","73117009.5112844","90244775.2997858","86686941.2268715","87053850.6199725","102698343.335094","133673729.59548","163940523.373","176337742.555842","165577462.690344","177271651.473857","175093481.412816","139159336.689258","141157802.734331","161425379.2158","159996969.586448","162481823.038557","167861517.725732","165551171.91221","177775706.749629","190524310.493589","","",
"France","FRA","Adjusted savings: education expenditure (current US$)","NY.ADJ.AEDU.CD","","","","","","","","","","","4350000000","4676000000","6150000000","7714000000","10332000000","14157000000","14625000000","16520000000","20400000000","24720000000","28360000000","27368000000","27094000000","25760000000","24910000000","26085000000","35055000000","41624000000","44290000000","43260000000","55040000000","57600000000","62480000000","67000000000","73320000000","87480000000","88020000000","79333009800","77456373964.2","77265000000","67906658077.0965","68808000000","74632000000","97053000000","108648000000","110208000000","115182000000","132736000000","145912000000","140288000000","137700000000","145530000000","137274000000","141098706106.184","144202568738.658","122891622698.477","124372244658.699","130788273152.997","","",
"Faroe Islands","FRO","Adjusted savings: education expenditure (current US$)","NY.ADJ.AEDU.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Micronesia, Fed. Sts.","FSM","Adjusted savings: education expenditure (current US$)","NY.ADJ.AEDU.CD","","","","","","","","","","","","","","","","","","","","","","","","26228001.3","","","","","","","","","","51510849.4","52763177.39","55180595.72964","54209923.39324","54110020.7","53637444.1","53589973.78053","56599885.03242","57955589.15367","58183441.96136","58841410.36154","58347544.18571","61080620.06532","61887450.0945","63068088.21428","63820477.41914","70045043.73487","72561395.98572","75625559.03129","80690020.68051","80700535.50986","81137290.80358","88499845.20094","90789478.82794","92332866.74588","","",
"Gabon","GAB","Adjusted savings: education expenditure (current US$)","NY.ADJ.AEDU.CD","","","","","","","","","","","8293320.2376","9658391.7888","10852381.6524","17964532.6227","38283844.212","54122733.549","76429220.436","71764174.908","58389797.565","72056137.275","104112771.147","95428040.274","89231412.24","83600470.764","90109850.895","83602929.951","85239956.043","82050249.78","96034819.833","106702239.573","144081430.047","130929186.78","131338107.18","100064805.708743","98656378.7623856","114702543.842684","131735800.532766","123168696.9379","134922317.3","125278755.3126","131247467.9334","134325149.6232","147847742.0442","176995689.4242","200892144.5478","263814290.1792","274145785.8966","324682616.4426","408590923.3218","327212597.6676","381652270.605","480134323.2654","473010383.655","486125554.7016","527338828.1934","403412534.343","395538466.5774","430619211.4806","","",
"United Kingdom","GBR","Adjusted savings: education expenditure (current US$)","NY.ADJ.AEDU.CD","","","","","","","","","","","6243764769","6908000000","8100000000","9840000000","10387000000","14934000000","14616000000","15736000000","18616000000","23150000000","29500000000","29172000000","26650000000","24941000000","22560000000","23138000000","27945000000","33572000000","40920000000","39270000000","46200000000","49450000000","54000000000","56160000000","61360000000","65280000000","67500000000","80472925280","65964288925.2416","63377205180.1452","63724753156.4655","61954491497.2056","77266343630.3616","92889707969.8176","105460725258.864","121561000000","127099000000","148800000000","139009000000","117810000000","134750000000","136475000000","139389999999.999","144990000000","167833724920.639","159040784663.136","143763250259.307","143763250259.307","","",
"Georgia","GEO","Adjusted savings: education expenditure (current US$)","NY.ADJ.AEDU.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","441949606.476","362384105.958","208938906.735","151367237.376","140743534.569","110020507.376525","129232863.13353","155488577.749501","162560443.122312","118624061.100528","119991472.303966","114853389.186708","111919888.064352","121638010.126754","145187253.4311","171071910.15357","197378305.344227","239854681.973998","277881389.138084","218764997.921798","215108725.685998","246616118.232","276321933.448","278703960.4096","287892954.4304","239533367.9904","240502715.6576","251121358.9808","","",
"Ghana","GHA","Adjusted savings: education expenditure (current US$)","NY.ADJ.AEDU.CD","","","","","","","","","","","82181608.7054926","90160051.188","83411184.28","102511068.414997","100630434.8","117086170.194","126266101.684","146188000","115342980.353756","84128632.476","115085062.248","71562088.863","72458823.528","65870993.5221003","61102968.038","110624228.775","184842168.126","157976380.96","152000045.28","159150927.807","161749434.056","184417091.90575","179655692.934878","166731778.822012","151909484.82757","180347994.021446","193429171.92689","192467068.382087","208747875.020921","280720082.362608","221623710.447061","283772111.067","357182648.156674","476671219.050512","594798438.4855","678441635.648","880235949.271","1080758407.3304","1423383868.4157","1234658176.2216","1480798705.1364","3128230797.0048","3180800281.9069","3616468065.8864","3018594412.59705","2796767023.42514","3129365269.34004","3272965161.76734","","",
"Gibraltar","GIB","Adjusted savings: education expenditure (current US$)","NY.ADJ.AEDU.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guinea","GIN","Adjusted savings: education expenditure (current US$)","NY.ADJ.AEDU.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","24792612.586","26842732.798","31543340.696","40806273.6439063","45416772.4378132","59828801.949","66016130.817","67111029.678","68980661.9545631","68649467.701","75602517.7398739","73457407.3471294","69375317.6312339","59190640.0925","55814728.5718","55748930.825","70008298.536","73942885.0776","70350476.4444974","48750110.8552316","63280682.8911261","80646879.6548052","72200866.1652502","208754728.0492","235299664.3532","204779913.6096","185481726.1794","243468370.8889","186341822.48347","194077347.322729","191939508.736425","203186829.710321","","",
"Gambia, The","GMB","Adjusted savings: education expenditure (current US$)","NY.ADJ.AEDU.CD","","","","","","","","","","","1159218.53428611","1198042.73336","1438559.936","2142766.79986","2556863.22978","2639880.9728","2944805.7678","4052095.5077","4636834.21198184","5536199.83274881","6586940.82206074","5806435.3335","6846422.29845648","6521606.99217188","6694602.19865048","9286063.0971","6211796.6505","5882139.92987513","5578745.82910831","5345349.174","8747251.809","21445571.8144","8347897.254","21526749.7336761","23935646.2345918","12330129.104","13314136.6112","12478034.2352","24726847.5735565","11080400.31963","9935390.27844","9293206.7624963","8247482.49888753","7469764.65699751","9516573.71280013","10838649.6845139","11954006.4710551","15412043.4721001","19649759.14506","17365431.27625","22678691.87502","23133307.93959","21490711.5792","35574051.177","32720555.063","36205261.33","36933163.7598","38820500.9248","","",
"Guinea-Bissau","GNB","Adjusted savings: education expenditure (current US$)","NY.ADJ.AEDU.CD","","","","","","","","","","","2032110.14614066","2027114.94778054","2263605.62025027","2306744.59574304","2549386.30143305","2876181.73340823","2710285.77621808","2818002.07459404","2994835.60721151","3972489.467","4190375.052","5510852.7264","5219945.792","5133839.57112706","4280505.32721059","4848811.48666058","3863970.12470826","4854110.59975003","4446575.70269531","5674406.87452767","6467136.26498826","6527852.12988531","5670852.55256472","5785866.40751413","5665957.73154589","5908377.07018059","6171064.76575058","6084953.20854416","4507954.48512003","4812358.12241","7897029.0550909","7996537.18992819","8312303.44842185","9117251.12777723","9772608.87918543","10319936.9551218","10030253.3953309","11274799.6502345","13153370.1334545","11944558.3344145","11666717.21304","14362588.448","13727044.27554","11898831.892","12653832.74","12451205.1928","14011886.9756","15655250.8556","","",
"Equatorial Guinea","GNQ","Adjusted savings: education expenditure (current US$)","NY.ADJ.AEDU.CD","","","","","","","","","","","1002921.42855","980552.47665","978824.04195","1221112.25535","1417858.443","1570470.4995","1560782.028","1565796.0555","","","731999.01015","452201.90385","518172.3171","608055.1506","708941.7594","868772.8134","1062379.62735","1320612.4446","1402566.8193","1231310.170968","1841911.78402","1891160.84976","2366625.11210001","2376800.9808","1496125.606986","1935323.25584","3111557.29098","6507875.05032001","4936391.5359","6763044.47909995","6082262.2467","5582356.12014997","8213804.305","9242053.638","14814603.01","41730136.95","79395326.09","104507464.74","146368321.23","99388504.07","95691199.07","138011360.1","148450822.05","149995987.89","147767046.07","99410191.4","87317492.72","97524829.97","","",
"Greece","GRC","Adjusted savings: education expenditure (current US$)","NY.ADJ.AEDU.CD","","","","","","","","","","","173306309.085","178651336.368","250151146.451142","227923291.14","313163495.46","409169965.988","416185589.547","520976560.594","725212467.536","838002019.32","992591021.64025","858270661.744","953247669.899","859248631.584","874660407.498","965110979.52","1018161227.844","1192672254.654","1382208632.712","1597032979.44","2000000000","2052000000","2964182280","2688000000","2520000000","3500000000","3996000000","4506264035","3292908816.384","3454635609.42929","3438053275.6323","3740100000","4158000000","5414691166.9532","7021000000","7688000000","8308000000","9610000000","10664000000","10013000000","9083000000","8680000000","7657000000","7440000000","7409000000","6107000000","6045000000","6293000000","","",
"Grenada","GRD","Adjusted savings: education expenditure (current US$)","NY.ADJ.AEDU.CD","","","","","","","","","","","","","","","","","","3509909.9445","4255204.33569","4966990.81347693","5410675.45533077","5555191.96615385","6071655.0739154","6481745.56226154","7216140.72363847","8399364.92898464","9479961.77414616","10931349.3315231","12159025.3750154","13722589.3660616","14273739.0894846","15869125.9998","16460463.9996","16272257.9994","17080038","17751316.0014","18981617.9976","20263291.9974","22823593.9974","23104465.07928","23050440.9322803","21123888.5648701","20103804.08904","20269718.055","20022195.8325","25015805.55375","25118093.055","26909680.55625","29372412.49875","26558674.99875","27417586.11","28008120.8325","28709998.6125","30488306.94375","31195548.46125","33203842.89375","36091973.4225","38348610.375","","",
"Greenland","GRL","Adjusted savings: education expenditure (current US$)","NY.ADJ.AEDU.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guatemala","GTM","Adjusted savings: education expenditure (current US$)","NY.ADJ.AEDU.CD","","","","","","","","","","","31718598.3","34972200","33377726.6304","40969996.0812672","50552876.6483328","58125660.4691328","64819500","88546689.1283328","98280578.8633344","103578001.5","127193214.199066","138360803.695334","111840302.6","123041349.638244","127530924.866244","131500977.118657","96618164.8357346","95066099.2948032","105531934.86466","113324546.580241","89928926.928","111603710.316","134285348.197","180682279.312","179770297.952","217440404.775","231675319.395","275284088.900042","301816156.180813","312072570.181446","357697893.272122","378336896.267934","447799224.922586","505385519.058823","587024578.405752","707202019.337804","827423721.516","971495891.8752","1106811610.5267","1060913564.58185","1158966758.1312","1361899764.1795","1448680659.9426","1499196895.046","1670629942.68053","1813045571.36552","1895244229.69413","2020678687.83647","","",
"Guam","GUM","Adjusted savings: education expenditure (current US$)","NY.ADJ.AEDU.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guyana","GUY","Adjusted savings: education expenditure (current US$)","NY.ADJ.AEDU.CD","","","","","","","","","","","9615450","9769850","10710297.7697241","15765428.574","16039379.9404103","18760625.0013","25199063.65488","28341000","28193986.31376","34472397.24","32878535.132245","39612857.1462","31524997.5","35252002.8","29522366.2899","31175583.2802","23762700.5592084","14964807.4857716","18195042.0444987","14613438.3585298","16493899.6125944","12175629.946793","15011131.0749214","20676054.1003984","14195893.7484","16606395.1522","21835912.9809805","22584875.3652079","36463213.4759347","37912097.5096609","44111914.8449911","47174270.433191","51543528.59904","45613128.7003469","40442932.5668","62504037.52698","71813498.8534","61623773.6526","63841069.2846496","65251511.7308","76403273.882","80595509.3952","83521286.33","86405215.0152","89086808.8704","92638684.694","102452962.0236","106345692.9804","","",
"High income","HIC","Adjusted savings: education expenditure (current US$)","NY.ADJ.AEDU.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Hong Kong SAR, China","HKG","Adjusted savings: education expenditure (current US$)","NY.ADJ.AEDU.CD","","","","","","","","","","","79483985.592738","91210523.5091444","110431419.709077","156568712.54958","199095908.335409","217633764.394102","286911972.239408","326674360.272235","382397504.960466","461179816.47616","549331024.231874","616775452.007556","491991145.258603","684786865.461738","779954329.199903","804408671.700754","930960759.095366","1145929095.94307","1354810999.9372","1501189552.28173","1670877269.91455","2368756474.31985","2476298666.31732","3208089577","3605786632","4046518042","4150894264.832","4905710229","5289842628","5318907887.62235","5569000870.14399","5693202541.71599","5905777458.35516","5960173735.05265","6363092432.92029","6236262045.48462","6099221447.50827","6298442485.2316","6205081919.38674","6251859475.8882","7019144914.11882","7160768637.03396","7549434888.77799","7975154901.30306","8429256247.99648","8940120263.02657","9337458941.3833","10103754963.9284","","",
