"Data Source","World Development Indicators",

"Last Updated Date","2019-12-20",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019",
"Honduras","HND","Adjusted savings: education expenditure (current US$)","NY.ADJ.AEDU.CD","","","","","","","","","","","20311600","20764605.1455","22792569.3589597","25849213.2869597","30008013.947","32182933.665","37914139.5604597","44813998.6","90112262.79","99043177.304","110349641.334","120416241.249","153976133.988","170709219.1284","187397521.916524","208530949.233","251520132.114","279791998.327","248607806.875812","212264072.008","187845427.074173","174669066.56","170023379.166405","173391201.456669","154808119.27","193168857.734","175744415.624832","195867870.966471","218315009.46125","233304660.887783","269648746.39632","299942145.118946","320777333.18604","347984462.44813","387783155.425223","446692398.757267","518836749.972481","619629023.527516","716797090.366488","779572618.699091","872162479.262133","996883342.538919","1060173161.93767","1084789765.6374","1148215889.1783","1237100951.6616","1273957010.1546","1350303311.1912","","",
"Heavily indebted poor countries (HIPC)","HPC","Adjusted savings: education expenditure (current US$)","NY.ADJ.AEDU.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Croatia","HRV","Adjusted savings: education expenditure (current US$)","NY.ADJ.AEDU.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","780543796.9126","823837933.0117","831223908.3436","881865797.5389","799261665.6459","745735503.0144","798210517.8158","923206495.3773","1244597635.197","1507673761.9308","1657484075.408","1858395361.90294","2249311937.8102","2892692876.6852","2520695177.445","2373286631.2656","2543326609.4101","2385287760.28151","2566838059.54493","2547025917.36454","2215573450.44892","2252621664.87278","2442835384.21728","","",
"Haiti","HTI","Adjusted savings: education expenditure (current US$)","NY.ADJ.AEDU.CD","","","","","","","","","","","","","","","","","","","","","16245518.0254259","16809191.826418","17297257.6378552","18558577.4099829","20660265.6958942","23491905.5442226","37951130.7858","39095421.0226885","46929042.9823672","46452553.4065414","44875125.202496","50459286.7307481","32763611.3675754","27339999.2151214","31655899.4371483","41233314.2832659","42686350.3563041","48963963.998344","54549028.9883138","60778169.7189125","57980363.6712107","52573360.6943117","50556590.9068514","43042269.6780832","51535702.689392","62468863.7127845","69545766.7983244","86054989.3861633","95797849.7622494","96431751.3818019","97124166.7750591","110422429.589091","116266618.818129","123989298.174084","128997377.162526","128038319.947018","117203722.239844","123682263.248017","","",
"Hungary","HUN","Adjusted savings: education expenditure (current US$)","NY.ADJ.AEDU.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2256313700.901","2417476907.661","2109939756.844","1890659249.262","2055357916.20891","1970923736.20016","2054215705.7113","2075383293.96354","2400692162.832","3150453964.9643","4560909256.32269","5215682755.9665","5638900000","5711600000","6812000000","7488800000","6001600000","5687500000","5989800000","5109550878.09152","5408681681.33235","5922378753.711","5276036303.86704","5499597164.20039","5991431056.93376","","",
"IBRD only","IBD","Adjusted savings: education expenditure (current US$)","NY.ADJ.AEDU.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"IDA & IBRD total","IBT","Adjusted savings: education expenditure (current US$)","NY.ADJ.AEDU.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"IDA total","IDA","Adjusted savings: education expenditure (current US$)","NY.ADJ.AEDU.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"IDA blend","IDB","Adjusted savings: education expenditure (current US$)","NY.ADJ.AEDU.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Indonesia","IDN","Adjusted savings: education expenditure (current US$)","NY.ADJ.AEDU.CD","","","","","","","","","","","144219178.08","146623959.2","169792771.088","242738622.284219","367703856.720259","420526572.293071","504230330.545703","591840734.26736","637374905.345042","605718746.455814","819993880.162433","933271393.322385","941390741.468403","794884223.066018","788121646.751896","754925097.371229","668255010.59391","592139013.404824","615364283.141256","719120909.952","632526034","695152374","764041348","737477856","860000000","1176000000","1326000000","1254000000","1032368778.42129","1724320295.99997","2351729533.99994","2644968171.99999","3625060349.99996","4742251111.99992","5607451954.99999","6743344031.99995","9316852696.99988","11840400000","13333200000","17036700000","18742500000","24824800000","27206000000","26992500000","25874912669.0145","27193516538.9664","29481432593.9275","32096193799.5974","","",
"IDA only","IDX","Adjusted savings: education expenditure (current US$)","NY.ADJ.AEDU.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Isle of Man","IMN","Adjusted savings: education expenditure (current US$)","NY.ADJ.AEDU.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"India","IND","Adjusted savings: education expenditure (current US$)","NY.ADJ.AEDU.CD","","","","","","","","","","","1530081516.15246","1473118783.312","1705740965.352","2042446641.264","2539604238.45937","2159918573.01","2448000000","3025000000","3425000000","3978000000","4862000000","5044000000","6102117000","6842957639","5697000000","6699000000","7440000000","8033000000","7911000000","9669000000","11095000000","9044000000","9372000000","8800000000","10013000000","11036000000","11281000000","11948000000","15760173352","19519500000","19714967829.3204","19305531266.772","19260384728.8193","21253863119.3882","22982885614.4881","25478200000","28736400000","37268000000","36652000000","40964000000","51128000000","55748000000","55748000000","56364000000","62216000000","64064000000","69300000000","79156000000","","",
"Not classified","INX","Adjusted savings: education expenditure (current US$)","NY.ADJ.AEDU.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Ireland","IRL","Adjusted savings: education expenditure (current US$)","NY.ADJ.AEDU.CD","","","","","","","","","","","188077685.012704","195199320.06","255058660.912","299449472.488","324987186.693","501556673.610372","363913458.116","509064005.516","638102844.161","851969114.108","1030715856.952","1056198098.487","1047761016.1","1041501948.5","1005721634.011","1051367294.492","1430219277.882","1789380518.744","1863092276.539","1840284791.265","2200540967.568","2370627220.578","2731834045.27","2620640823.804","2920856048.88","3287883838.408","3553741179.447","4237785516.12145","3601988733.27932","3738914388.0872","3707737705.362","3923416638.8933","4729400000","6475200000","8183000000","8838900000","9812400000","11583000000","13566000000","13336900000","12369000000","12873100000","12266800000","11964298154.1401","11871885626.2843","10214354431.4937","11263149752.5846","12038346294.2605","","",
"Iran, Islamic Rep.","IRN","Adjusted savings: education expenditure (current US$)","NY.ADJ.AEDU.CD","","","","","","","","","","","723912674.480861","357026840.69","411683118.336","704124154.474","1062809117.679","1294405558.75","4488428418.16386","4191206380.452","5016653433.65305","6195901903.38618","6441729421.60366","6825000000","6812000000","6042000000","5775000000","5888000000","7062000000","5658000000","4375000000","4674000000","4375000000","","","2432668105.854","2850652985.32","3507194525.544","3808000000","3192000000","4612220496","4655600000","4370900000","5080000000","5830800000","6791400000","8626000000","10192600000","12688200000","15724800000","15710200000","16725600000","20015700000","21406228409.4635","19422027845.5699","14883600000","12469600000","10344763465.7755","13523110620.3744","16475991398.208","","",
"Iraq","IRQ","Adjusted savings: education expenditure (current US$)","NY.ADJ.AEDU.CD","","","","","","","","","","","","","","","","","","","","","1210238401.636","963743311.882","1847674371.866","1702668382.096","1902144741.084","1747828883.872","1616422000.644","2228071083.97","2229258925.695","2915296236.716","8142000000","","","","","","","","","","","","","","1687295188.694","2331956206.256","3037648608.214","4155481974.958","6394000000","5290000000","6440000000","8556000000","10074000000","10672000000","10672000000","8050000000","7728000000","8648000000","","",
"Iceland","ISL","Adjusted savings: education expenditure (current US$)","NY.ADJ.AEDU.CD","","","","","","","","","","","21777019.5462","27762688.75","34656836.3925","47684109.952","62498197.193","57431794.352","68047063.311","90383954.7","102413171.225","116262327.894","137623885.412","141186728.709","128837097.799","110273047.156","113523093.663","118947473.736","160130435.744","223898131.476","247094499.264","227178487.889","259492905.988","303994253.395058","312776550.594034","294833835.216","275798875.792","315377802.675","345857056.19","370079486.643936","536702794.70215","497540311.139","497840208.6681","482239185.5616","616007180.778","783477646.1032","905508726.0044","1122868931.4833","1125491666.3232","1389587822.9674","1176533552.0092","880203058.5672","896317315.9798","982838857.599","1085849058.98331","1173292134.88478","1293786870.41126","1263763227.07916","1514531844.02672","1830655861.5701","","",
"Israel","ISR","Adjusted savings: education expenditure (current US$)","NY.ADJ.AEDU.CD","","","","","","","","","","","427153473.590809","399656750","529362302.3965","583278250","902880000","866867333.353","887245000","1054601100","1159716705.912","1527943120","1861435588.275","1840200657.9","1829593777.788","2246231793.62","1994959412.668","2201322071.763","2132651948.164","2352894719.868","2287545387.456","2909679405.668","3241547435.193","3813028780.218","4402571287.08","4717925785.792","5771205576.087","6706853549.5796","7324359934","7586650977","6807275484.95496","7515200000","7421061684.0096","7950000000","7488000000","7698200000","7624200000","7910100000","8583300000","9487400000","11426800000","10786800000","12251500000","13854600000","13330808883.7389","15649251120.2755","16442252694.9564","16025998267.665","16994011585.8461","18822481186.8549","","",
"Italy","ITA","Adjusted savings: education expenditure (current US$)","NY.ADJ.AEDU.CD","","","","","","","","","","","3876000000","3750000000","4234000000","5456000000","7164000000","7718000000","8064000000","9123500000.00002","11025000000","14615000000","18441500000","17160000000","17637500000","18963000000","19620000000","20250000000","27940000000","36612514908","39870000000","34998000000","34800000000","35380000000","51643700040","49350000000","48600000000","51040000000","58500000000","55833948420","53021405336.8604","53250000000","46284000000","51272000000","52542000000","66768000000","75060000000","74028000000","83655000000","86240000000","99777000000","93522000000","87344000000","89211000000","81439107653.1348","83890322996.3064","83378834589.625","70954568852.886","72903870194.9982","76022752342.3778","","",
"Jamaica","JAM","Adjusted savings: education expenditure (current US$)","NY.ADJ.AEDU.CD","","","","","","","","","","","34644504.2776589","37716858.79","57108664.504","58142176.418","94846661.52","126811576.716","132934990.646","166526448.91","146969292.58532","128721983.84934","169916803.421602","184806672.6","217875229.786748","236202871.246019","144438341.562","104450095.341","121507644.895","135237629.85","142926797.04","182384440.695","178778832.094","153531647.892","106696680.42","166786140.992","218045779.526","215778217.83","285728859.08","379400253.446","523429945.9143","502288518.624052","483545157.14973","463355490.472","472049443.736","377512078.356","381839877.7452","500178040","523783478.006397","551259794.3046","798875859.3018","687551829.4278","791615203.249506","893511545.0569","919745742.1012","867135593.1909","828128776.2742","753727096.531563","728453013.245422","756931501.644988","","",
"Jordan","JOR","Adjusted savings: education expenditure (current US$)","NY.ADJ.AEDU.CD","","","","","","","","","","","19092411.0899","19406328.76","17601232.1474","21203286.6716","35545482.758","42166979.37","49736746.989","67857880.352","86812968.264","138956811.168","165719494.458","178852118.64","181381201.152","218505744.952","215870305.332","245256310.2","193793231.701","209118279.456","238789238.56","221443410.21","228808732.874","242888597.751","253127569.272","307161320.256","343520460.828","393392081.354","417524431.716","380034444.276","436156013.023228","339395678.858932","360225631.516588","381062256.89164","398889091.476723","422885537.90372","474212181.198134","519678950.840772","617797174.934697","697863494.445573","874827587.722764","936594371.141947","1004781443.46501","1084746614.16345","1148224954.21447","1237483635.48291","1304415650.79983","1352224633.04849","1383986029.48701","1361037664.53133","","",
"Japan","JPN","Adjusted savings: education expenditure (current US$)","NY.ADJ.AEDU.CD","","","","","","","","","","","6051222791","6453000000","9193000000","12470000000","13833000000","17646000000","20988000000","26566000000","36360000000","37800000000","38500000000","43560000000","40680000000","43050000000","63454487400","60630000000","87360000000","106260000000","125870000000","122800000000","129000066960","146962101600","140398483650","153340000000","178200000000","192500000000","160389413190","144755563650","119260017260.888","136997045878.68","151496274461.448","132040066207.375","127339142222.463","139398295347.76","150185444000.151","145811111232.774","136540848549.358","136958133271.042","151730969094.684","161080533496.249","179924511523.2","196316999174.296","203695366193.176","166622509881.902","149940752271.347","135399440447.1","150832093527.126","148765900465.111","","",
"Kazakhstan","KAZ","Adjusted savings: education expenditure (current US$)","NY.ADJ.AEDU.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","957916928.033","867323809.619","829381088.927","811795055.448","961445410.816","963384912.769852","660012070.79225","627661918.202601","694227298.196304","694560901.723804","760256901.341939","915768517.976473","1213023948.4855","1959128940.36172","2729212793.80995","3114519824.66842","3203753429.3076","3959321442.47676","4996270345.97524","5376318911.22999","6215311045.4143","5779848039.22707","4953418099.77216","3914629009.5942","4577590374.12225","","",
"Kenya","KEN","Adjusted savings: education expenditure (current US$)","NY.ADJ.AEDU.CD","","","","","","","","","","","60516480.8140189","64890370.711","87075796.794","105602877.688","143607975.1","170986879.8","189953581.746","221141969.907","297463863.823862","349423616.185818","359214177.852","378473810.598","333567716.814","301017532.504","269443652.31","302212462.152","405972585.314","504453644.320355","505995895.251","482338745.82","515236680.909576","482231380.38","455568967.402","307322075.862","400363489.386","527687940.13685","714775060.197168","782722527.510599","880107367.425162","652697641.3752","645127096.8681","656047739.0754","755517161.796","897571127.3613","1011467728.444","1215687557.66919","1710161374.0984","1972468804.57404","2065737290.63043","1967168900.60881","1944800088.8456","2111878673.4429","2622220082.07639","2847153449.22583","3051973404.88553","3122249846.8119","3460868555.75883","3867713937.89347","","",
"Kyrgyz Republic","KGZ","Adjusted savings: education expenditure (current US$)","NY.ADJ.AEDU.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","184575000","138585000.006","114731888.243437","74836676.523","89586165.402","99161374.727","85830993.696","70409167.665591","70506580.41","44065601.7","40176193.356","49990702.1295","68104843.664","80964790.5088","95155830.2321","113383257.0348","144311752.088","214909406.8737","262942317.1557","268266350.877","260828234.4255","395467010.3958","461447514.2625","439604449.8672","358028388.055626","337041264.485295","368975477.795531","419483757.800159","","",
"Cambodia","KHM","Adjusted savings: education expenditure (current US$)","NY.ADJ.AEDU.CD","","","","","","","","","","","41642205.6946","36832766.0042","18656772.9353592","25184718.0017481","20451798.6082775","","","","","","","","","","","","","","","","","","","","","41316448.8611101","38142742.9651844","34289411.9691846","27594439.992","41909110.4319996","54775464.9575","65324784.12","69161595.0913333","75137802.3025667","85310424.59625","99294555.3402667","114192843.9805","135515442.4312","167311888.983344","173261565.911737","172432892.774742","193724645.709404","219375804.111717","312256054.751033","317172893.854976","339602811.954774","376550433.436905","416872772.833322","","",
"Kiribati","KIR","Adjusted savings: education expenditure (current US$)","NY.ADJ.AEDU.CD","","","","","","","","","","","","","","","","","","","4431727.1372","4268580.37144","3368189.47872","3394199.03504","2731357.13589","2544715.19549386","2130208.44748613","1735961.00182943","1749347.6717988","2071142.25512967","2565383.28877143","2770372.4498","2945722.42577","4641530.76813","4716013.21993","4433790.76572","5144180.21642","5575223.64717","5662106.97258","6829247.4421","6983829.3782","6821964.5179","6667981.1565","6656742.5287","7055366.1827","8310740.6439","9444906.6045","9828942.3464","9429093.3732","11546920.7569","12525415.1994","11147319.4498","13945063.2889","15424159.8739","17567658.9368","18843864.6479","20860416.44","21397018.2571","21170292.1517","22195669.0653","","",
"St. Kitts and Nevis","KNA","Adjusted savings: education expenditure (current US$)","NY.ADJ.AEDU.CD","","","","","","","","","","","","","","","","","","2257360.66073611","2515345.27957743","3006876.41798167","3495168.02076","3433367.69591","5197307.9112","5630436.57472","5823531.56379","6253410.8454","6058059.83816766","5255489.1744","5621199.70548246","5683870.3112","6121930.09266663","5765366.7","7174842.4083","8359272.52182928","9364809.18779835","10588344.396","11460859.4412","13738921.517701","10464908.602023","15048897.19304","15893288.23","17368461.94368","17312888.80269","17613214.95812","19761057.83288","20564259.56653","21496132.66256","22938108.64559","25130514.41999","24267766.12076","24414579.86331","26118630.23695","25705977.85943","27634343.94745","27922922.10037","28368306.35293","29673746.56396","30693441.28366","","",
"Korea, Rep.","KOR","Adjusted savings: education expenditure (current US$)","NY.ADJ.AEDU.CD","","","","","","","","","","","237990082.434","288788708.048","293193514.728","346178951.6","416597628.880881","344201652.896","740645661.15","876836983.461","1233080656.85675","1725932644.618","1930266862.02","1855325609.748","4158438748.164","3010785046.745","3234513759.658","3332372819.01","3616000000","4464000000","4875000000","6804000000","8091000000","9425000000","10819000000","12320000000","14982000000","17728000000","20034439872","17750803194","10231618460.9254","13440000000","16089000000","15693666666.6666","18513500000","22713000000","27544300000","30472200000","37673000000","41440000000","40000000000","35370000000","44467250516.6292","50274951136.584","50964000000","59774167428.7056","65259921320.9391","64478417618.5158","65870038142.6564","70972646731.1721","","",
"Kuwait","KWT","Adjusted savings: education expenditure (current US$)","NY.ADJ.AEDU.CD","","","","","","","","","","","96975640.4369444","119068811.564","113960474.304","182974713.399","517994542.96","255931041.38","336717160.397","413459847.164","507002564.88","753430907.016","736686603.774","719876582.502","605309482.47","931479931.404","1013153689.98","1016217061.821","1067314565.058","1082708928.43019","1075771678.23466","1261444565.88981","890875008.113526","558374979.952","2384551806.445","2058378663.37166","2076808387.01791","1655588661.23806","1833667334.65","1758417408.528","1591763078.43726","1795396128.55713","2303621072.74503","2100417607.31441","2226456071.067","2818104026.87","3024610790.6196","3536773972.611","3604700000","4051300000","5040200000","3668500000","3955600000","5199700000","5965300000","5965300000","5678200000","4051300000","3955600000","4434100000","","",
"Latin America & Caribbean (excluding high income)","LAC","Adjusted savings: education expenditure (current US$)","NY.ADJ.AEDU.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Lao PDR","LAO","Adjusted savings: education expenditure (current US$)","NY.ADJ.AEDU.CD","","","","","","","","","","","","","","","","","","","","","","","","","31628570.508","42599999.088","31983156.738","19570915.872","10781302.8474","12852842.7798","15580077.4116","18505583.496","20300525.01","25387230.1076654","29479904.5235577","33393145.791","39200039.13","32387068.507","16994712.9841094","16227882.265999","14943674.511","18525921.4053","19987819.9546","25211417.9063998","33133212.552","28033121.7285","36092403.825608","47382654.2423371","63245608.0778356","72282578.3140004","99516630.6426846","121483557.923786","134849471.791815","329839119.594376","331429892.054445","359321351.55057","395272519.855601","417155626.592221","","",
"Lebanon","LBN","Adjusted savings: education expenditure (current US$)","NY.ADJ.AEDU.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","63970099.0348552","64960582.7781047","89935835.5305918","114237930.856762","152278084.650928","198330283.152676","256426706.256","281782010.66","405556779.10271","369174646.690056","336353726.743815","298883202.314","483333159.21","471671957.1948","434964265.803","530640368.46","532298552","572748759.0948","596911108.0636","498295102.368","556975264.5792","553502594.433","569659149.5309","784792459.8936","971311652.85","1006893154.155","1037436961.302","1063988514.855","1114571339.427","","",
"Liberia","LBR","Adjusted savings: education expenditure (current US$)","NY.ADJ.AEDU.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","30131400","29005661.6100001","29306895.3600001","22673313.81","27620467.56","29752507.5000001","35972396.28","44973716.3100001","57330240","59416436.34","66560756.34","83197480.32","90000498","101217537.9","102882600","106030200","109683831.6","109161882.66","","",
"Libya","LBY","Adjusted savings: education expenditure (current US$)","NY.ADJ.AEDU.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","443451947.127626","572920271.026875","702710759.358346","1005541007.50906","1194344036.23119","1460910061.34849","1877647574.7204","1359485722.95721","1597611883.53363","742865406.759967","1708764694.3032","1391225698.88659","891842897.241782","620504747.295612","576534494.113296","828136907.445996","","",
"St. Lucia","LCA","Adjusted savings: education expenditure (current US$)","NY.ADJ.AEDU.CD","","","","","","","","","","","","","","","","","","5839260.83694911","6861993.62108167","7681937.6655","7495351.2608","11051355.241151","10887240","11459918.2886453","12593162.1062962","13876815.4441916","17092493.334","17952831.891","19920670.5208","23890605.5915","24261802.1507","24689389.0017","27982274.6684","31568068.3495592","35698483.3338","42655359.4678728","44530433.2444666","45452504.3016152","54230170.2228","44554564.37082","42509864.092056","37809670.2400001","36341744.6589123","36964877.7125278","36755611.59474","44022741.96444","47182935.3169","53702589.3432","54582383.5557","52909631.45765","56115962.7864","59690920.5653","55823695.4289","68975446.6825","62894807.5129696","62669176.3455178","63889797.5423046","67573360.2897903","","",
"Latin America & Caribbean","LCN","Adjusted savings: education expenditure (current US$)","NY.ADJ.AEDU.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Least developed countries: UN classification","LDC","Adjusted savings: education expenditure (current US$)","NY.ADJ.AEDU.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Low income","LIC","Adjusted savings: education expenditure (current US$)","NY.ADJ.AEDU.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Liechtenstein","LIE","Adjusted savings: education expenditure (current US$)","NY.ADJ.AEDU.CD","","","","","","","","","","","2080628.11876622","2422178.38708279","2885266.19762129","3831811.98578316","4479638.44915177","5689790.97371531","6292662.26930696","7008595.97904175","10089689.2896875","11619878.992669","12347794.937208","11815660.8983305","12056557.6847163","12101444.5339762","11606870.3378697","12217945.9639855","17997768.0658625","24313161.1033145","26828303.117899","25864020.1285591","32825716.9644825","34273309.8457327","37669019.868137","38636762.082975","44987614.9493879","56080112.347765","57825282.4018364","53076861.863654","57263850.2068784","60516643.6897845","57203590.333304","52651527.0667932","55749140.0152567","61724589.0791518","67149505.2877607","73444559.4593282","82390528.1435557","88399707.1512473","104086547.585339","98251721.698979","120037655.178684","138789429.785047","116603913.901975","156497118.703532","164560020.258916","158084045.408999","181041799.107871","","","",
"Sri Lanka","LKA","Adjusted savings: education expenditure (current US$)","NY.ADJ.AEDU.CD","","","","","","","","","","","83545210.086","68604516.3699251","74768717.6483277","91787500","90450526.32","97710556.341","75065341.1479321","86545506.595486","61432369.971324","77244251.767","93544464.605","87833766.24","105991158.108","107971058.223","105677122.644","130974521.348","133947323.349","139726324.731","167068217.544","180348404.99","151497254.11","187442639.601","193617613.5","258496481.8","302786887.91","308628292.68","383650153.796","425904931.512805","404179984.494","387679209.055782","391375979.488581","365888495.702439","372486882.715456","413330933.768729","435933796.548946","494846776.483273","550716571.617817","606783496.014441","722623460.581823","723506110.7562","953846379.724","1085971824.7728","961254231.4661","943193093.614027","1230786578.64887","1450271109.08932","2018293889.95734","1962027036.88021","","",
"Lower middle income","LMC","Adjusted savings: education expenditure (current US$)","NY.ADJ.AEDU.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Low & middle income","LMY","Adjusted savings: education expenditure (current US$)","NY.ADJ.AEDU.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Lesotho","LSO","Adjusted savings: education expenditure (current US$)","NY.ADJ.AEDU.CD","","","","","","","","","","","2461540.10820606","3239093.95986","3451021.2032","5575216.1368","6460927.1514","8514387.52462599","10590271.3907","10767019.32","15107635.6942","15114014.253","22233179.2512","26084102.5656","27106361.2989","28464739.9705","21297549.7856","15550631.804","25270416.8934","22275263.3109896","25112679.3486","28527139.207","40395040.1508121","45558846.708929","62392730.8924271","58381635.4","66412328.07","83026604.918","80638986.6693695","93837518.277","89847327.9436254","94892405.327","81285102.9017","89340118.7272","73912536.285","143643447.0296","163550337.6471","189519948.2456","207961890.4503","225974674.859999","231985678.4406","226259339.9206","291783643.5031","320848359.9258","300993415.2365","279983972.9652","281509005.3909","271440301.5611","255238865.6202","281806576.3268","","",
"Late-demographic dividend","LTE","Adjusted savings: education expenditure (current US$)","NY.ADJ.AEDU.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Lithuania","LTU","Adjusted savings: education expenditure (current US$)","NY.ADJ.AEDU.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","345726010.344","381709862.218","526216724.108","605621456.395552","600644638.285842","646355456.990899","701054891.516","805264574.247","917394727.243023","1104636905.08736","1186020623.61931","1318595964.35573","1618093855.07592","2103087503.84547","2006577152.14769","","","","","","","","","","",
"Luxembourg","LUX","Adjusted savings: education expenditure (current US$)","NY.ADJ.AEDU.CD","","","","","","","","","","","27712331.575","33641050.844","44187253.23","60142206.57","67974361.6301092","99143033.676","105688845.144","129181857.402","198008441.664","241173128.8","273110684.664","238287309.996","242467515.472","145646628.633","144579630.517344","150238218.442822","235917199.735","313913533.017","348549376.836","337875292.4","451230333.570395","492123619.438892","549138212.269261","552891041.618095","592045457.756286","737322463.044","717314857.98","709880919.137717","709214890.125465","768926698.219325","723224153.301558","744684664.1032","799987875.495427","993533420.207729","1346026634.53639","1501588653.5824","1543086051.36743","2019790418.05567","2168563002.48761","1675928603.20411","1887920726.87272","2085773102.81904","2029574376.68245","2155251631.15195","2328913245.09711","2019272215.69475","2090615101.22982","2306866505.02459","","",
"Latvia","LVA","Adjusted savings: education expenditure (current US$)","NY.ADJ.AEDU.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","355662448.645","324444073.482","381304110.806","402504927.43965","402319611.206927","395296378.854253","424108124.644452","463133457.972882","542613754.901019","639362046.66273","734381736.417018","883998203.848758","1217380242.00011","1619746602.64141","1273438929.83906","1054059828.81918","1222148475.22489","1623660182.73692","1846819386.43019","1358333246.58385","1214614619.20647","1250962154.63899","1369991697.0296","","",
"Macao SAR, China","MAC","Adjusted savings: education expenditure (current US$)","NY.ADJ.AEDU.CD","","","","","","","","","","","","","","","","","","","","","","","30125917.9614","30064311.8578","34729423.1524","35867058.0946","40776796.3002","52428676.1358","60990531.8228","71946493.7036","85499515.7028","99267290.7966","129875742.8564","148609005.0136","164942005.0512","181948586.155","181849987.04","183620757.008","170429699.6416","160708785.1414","162379346.869","178454825.4298","191552154.759","211011387.319","217836925.0358","257497980.294699","315621063.820504","451942163.302503","481767410.625101","520388327.1039","551768038.8","609716255.52","717872599.1528","903347907.8208","987534788.173184","1227889841.16672","1284516247.1379","1432270159.38176","","",
"St. Martin (French part)","MAF","Adjusted savings: education expenditure (current US$)","NY.ADJ.AEDU.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Morocco","MAR","Adjusted savings: education expenditure (current US$)","NY.ADJ.AEDU.CD","","","","","","","","","","","130179586.185","150218091.935608","166231775.49","228905077.122","236581512.731","321464396.304","408385222.422","492136645.815","638670328.807","796726396.149","1042720219.079","894939712.992","870406434.177","847419466.05","732649082.382","717377425.2","835343850.792","974589308.6","1040929211.028","1270206528.45","1465943774.8","1439571020.74","1672245075.426","1622461705.477","1729607434","2003426808.46","2063517077.09","1850145609.30253","1942297461.70609","2047734160.9344","2095147856.12","2052513418.045","2287194293.175","2774091356.964","3129875229.701","4334483190.44954","3549618901.452","4095453047.348","4800165671.028","4764010872.4","4780500879.128","5182349349.164","5006678410.812","5460000000","5616000000","5160724271.092","5252000000","5564000000","","",
"Monaco","MCO","Adjusted savings: education expenditure (current US$)","NY.ADJ.AEDU.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
